route_b_item,route_b_store,date,predicted_sales,forecast_source,actual_sales
FOODS_3_439,CA_2,2016-03-25,2.6070656776428223,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-03-26,4.251923561096191,semantic_topk_model_transfer,9
FOODS_3_439,CA_2,2016-03-27,2.8443827629089355,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-03-28,2.5417282581329346,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-29,2.288219451904297,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-03-30,2.55161714553833,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-03-31,2.5267462730407715,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-04-01,2.2206034660339355,semantic_topk_model_transfer,2
FOODS_3_439,CA_2,2016-04-02,3.181607723236084,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-03,3.7662389278411865,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-04-04,2.5983803272247314,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-05,2.7271769046783447,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-04-06,2.611287832260132,semantic_topk_model_transfer,1
FOODS_3_439,CA_2,2016-04-07,2.4209718704223633,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-04-08,2.418567419052124,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-04-09,4.2473015785217285,semantic_topk_model_transfer,7
FOODS_3_439,CA_2,2016-04-10,3.285797357559204,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-04-11,2.591888189315796,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-12,2.2755637168884277,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-04-13,2.4570207595825195,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-04-14,2.3515868186950684,semantic_topk_model_transfer,8
FOODS_3_439,CA_2,2016-04-15,2.795908212661743,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-16,3.3551554679870605,semantic_topk_model_transfer,6
FOODS_3_439,CA_2,2016-04-17,3.6964240074157715,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-04-18,2.5555081367492676,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-04-19,3.1855294704437256,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-20,2.392263889312744,semantic_topk_model_transfer,3
FOODS_3_439,CA_2,2016-04-21,2.0247488021850586,semantic_topk_model_transfer,4
FOODS_3_439,CA_2,2016-04-22,2.478166103363037,semantic_topk_model_transfer,0
FOODS_3_439,CA_2,2016-04-23,3.6882123947143555,semantic_topk_model_transfer,5
FOODS_3_439,CA_2,2016-04-24,3.0017049312591553,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-11-04,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-05,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-06,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-07,0.42857142857142855,visible_launch_fallback,1
HOBBIES_2_139,CA_2,2015-11-08,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-09,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-10,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-11,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-12,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-13,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-14,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-15,0.42857142857142855,visible_launch_fallback,2
HOBBIES_2_139,CA_2,2015-11-16,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-17,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-18,0.42857142857142855,visible_launch_fallback,1
HOBBIES_2_139,CA_2,2015-11-19,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-20,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-21,0.42857142857142855,visible_launch_fallback,1
HOBBIES_2_139,CA_2,2015-11-22,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-23,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-24,0.42857142857142855,visible_launch_fallback,0
HOBBIES_2_139,CA_2,2015-11-25,0.41723930835723877,semantic_topk_model_transfer,2
HOBBIES_2_139,CA_2,2015-11-26,0.46238988637924194,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-11-27,0.48731452226638794,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-11-28,0.6268606185913086,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-11-29,0.4962783753871918,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-11-30,0.35063451528549194,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2015-12-01,0.41227808594703674,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-02,0.4379569888114929,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-03,0.5067281126976013,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-04,0.3395748734474182,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2015-12-05,0.4498453736305237,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-06,0.42961469292640686,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-07,0.31832200288772583,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-08,0.296901673078537,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-09,0.34558871388435364,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-10,0.2933543622493744,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-11,0.2797681987285614,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-12,0.38536083698272705,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-13,0.45788130164146423,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2015-12-14,0.2951270639896393,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2015-12-15,0.3397783935070038,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-16,0.2497299760580063,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-17,0.26016390323638916,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-18,0.26905301213264465,semantic_topk_model_transfer,2
HOBBIES_2_139,CA_2,2015-12-19,0.360754132270813,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-20,0.3562794625759125,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-21,0.2707881033420563,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-22,0.2737421691417694,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-23,0.32585403323173523,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-24,0.31712308526039124,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-25,0.2939756214618683,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-26,0.4197371304035187,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-27,0.4219509959220886,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-28,0.32221612334251404,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-29,0.32030752301216125,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-30,0.3436131775379181,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2015-12-31,0.32523709535598755,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-01-01,0.3598247468471527,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-02,0.4110378324985504,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-03,0.36290913820266724,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-01-04,0.34303298592567444,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-05,0.3367989659309387,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-06,0.34244757890701294,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-07,0.31214380264282227,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-08,0.32744401693344116,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-09,0.6145786046981812,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-10,0.37319546937942505,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-11,0.35251662135124207,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-12,0.3224785327911377,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-13,0.3050578534603119,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-14,0.2676458954811096,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-15,0.25592026114463806,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-01-16,0.41280287504196167,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-17,0.3787574768066406,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-18,0.25215452909469604,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-19,0.24798773229122162,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-20,0.23474934697151184,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-01-21,0.31393542885780334,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-22,0.2635989785194397,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-23,0.44467484951019287,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-24,0.2963900864124298,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-25,0.25455382466316223,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-26,0.25039035081863403,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-01-27,0.24458414316177368,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-28,0.23112979531288147,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-29,0.21388134360313416,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-30,0.37574923038482666,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-01-31,0.3383740186691284,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-01,0.27636218070983887,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-02,0.2187613993883133,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-03,0.2749161124229431,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-04,0.31510135531425476,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-05,0.2848590314388275,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-06,0.4839968681335449,semantic_topk_model_transfer,4
HOBBIES_2_139,CA_2,2016-02-07,0.34171292185783386,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-08,0.22993558645248413,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-02-09,0.2964567244052887,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-10,0.27637428045272827,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-11,0.2710016071796417,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-12,0.2828904986381531,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-13,0.3477226793766022,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-14,0.25818997621536255,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-02-15,0.2386181801557541,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-16,0.2597530782222748,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-17,0.24625873565673828,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-18,0.5658283829689026,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-02-19,0.3327566683292389,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-20,0.43445488810539246,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-21,0.37581950426101685,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-22,0.2703084647655487,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-23,0.349774032831192,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-24,0.39917460083961487,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-25,0.3107469081878662,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-26,0.3398646116256714,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-27,0.5434194803237915,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-02-28,0.4741196036338806,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-02-29,0.366722047328949,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-01,0.39055997133255005,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-02,0.3708779215812683,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-03,0.4369736909866333,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-04,0.3754569888114929,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-05,0.501510500907898,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-06,0.5104900002479553,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-07,0.3975777328014374,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-08,0.3504931330680847,semantic_topk_model_transfer,2
HOBBIES_2_139,CA_2,2016-03-09,0.3596388101577759,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-10,0.2969987690448761,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-11,0.33036285638809204,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-12,0.46695804595947266,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-13,0.4126909673213959,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-14,0.35877248644828796,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-15,0.3426735997200012,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-16,0.4475735127925873,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-17,0.3490208685398102,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-18,0.29767146706581116,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-19,0.44352400302886963,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-20,0.414085328578949,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-21,0.4201134443283081,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-22,0.5283892154693604,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-23,0.4241155683994293,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-24,0.37914517521858215,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-25,0.4305620789527893,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-26,0.6652398109436035,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-27,0.47052282094955444,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-03-28,0.37204909324645996,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-29,0.38945674896240234,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-30,0.47078049182891846,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-03-31,0.4494914710521698,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-01,0.4186299443244934,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-02,0.6143156886100769,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-03,0.49235299229621887,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-04,0.46069538593292236,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-05,0.46474000811576843,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-04-06,0.390521764755249,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-07,0.34438222646713257,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-08,0.5040417313575745,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-09,0.7593435645103455,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-04-10,0.6956931352615356,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-11,0.6161693334579468,semantic_topk_model_transfer,2
HOBBIES_2_139,CA_2,2016-04-12,0.4694894850254059,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-13,0.5696763396263123,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-14,0.476512610912323,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-15,0.5868278741836548,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-16,0.8174088597297668,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-17,0.7840171456336975,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-18,0.5462779402732849,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-19,0.4950554668903351,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-20,0.5029746294021606,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-21,0.5758556127548218,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-22,0.44554024934768677,semantic_topk_model_transfer,1
HOBBIES_2_139,CA_2,2016-04-23,0.6096327900886536,semantic_topk_model_transfer,0
HOBBIES_2_139,CA_2,2016-04-24,0.6320921182632446,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-11-04,0.8571428571428571,visible_launch_fallback,3
HOUSEHOLD_1_486,CA_2,2015-11-05,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-06,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-07,0.8571428571428571,visible_launch_fallback,3
HOUSEHOLD_1_486,CA_2,2015-11-08,0.8571428571428571,visible_launch_fallback,2
HOUSEHOLD_1_486,CA_2,2015-11-09,0.8571428571428571,visible_launch_fallback,2
HOUSEHOLD_1_486,CA_2,2015-11-10,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-11,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-12,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-13,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-14,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-15,0.8571428571428571,visible_launch_fallback,2
HOUSEHOLD_1_486,CA_2,2015-11-16,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-17,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-18,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-19,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-20,0.8571428571428571,visible_launch_fallback,2
HOUSEHOLD_1_486,CA_2,2015-11-21,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-22,0.8571428571428571,visible_launch_fallback,1
HOUSEHOLD_1_486,CA_2,2015-11-23,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-24,0.8571428571428571,visible_launch_fallback,0
HOUSEHOLD_1_486,CA_2,2015-11-25,0.5188608765602112,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-11-26,0.42673635482788086,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-11-27,0.4687546193599701,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-11-28,0.6653273105621338,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-11-29,0.6291534900665283,semantic_topk_model_transfer,3
HOUSEHOLD_1_486,CA_2,2015-11-30,0.38984742760658264,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-01,0.42156511545181274,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-12-02,0.4765825867652893,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-03,0.43248873949050903,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-04,0.34408092498779297,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-05,0.8875119686126709,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-06,0.8312854170799255,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-12-07,0.46412190794944763,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-12-08,0.39819464087486267,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-09,0.45492663979530334,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-10,0.4012328088283539,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-11,0.459160178899765,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-12,0.8903647661209106,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-13,0.7375069856643677,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-14,0.5760892033576965,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-15,0.6120346784591675,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-16,0.5269569158554077,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-17,0.6201503276824951,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-18,0.606014609336853,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-19,0.7390246391296387,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-20,0.5306028127670288,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-21,0.5142307281494141,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-22,0.41072848439216614,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2015-12-23,0.4359245300292969,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-24,0.4149261713027954,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-25,0.3269355595111847,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-26,0.5703875422477722,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-27,0.44611474871635437,semantic_topk_model_transfer,3
HOUSEHOLD_1_486,CA_2,2015-12-28,0.32878178358078003,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2015-12-29,0.3577306866645813,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-30,0.3323988914489746,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2015-12-31,0.34291690587997437,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-01,0.4570435881614685,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-02,0.7724822759628296,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-03,0.6266053318977356,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-04,0.4299691319465637,semantic_topk_model_transfer,3
HOUSEHOLD_1_486,CA_2,2016-01-05,0.4578814208507538,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-06,0.4339154064655304,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-07,0.4387722611427307,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-08,0.49958768486976624,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-09,0.7376219630241394,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2016-01-10,0.6261580586433411,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-11,0.6144330501556396,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-12,0.6218659281730652,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-13,0.5783626437187195,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-14,0.5674137473106384,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-15,0.614980936050415,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-16,0.9021579623222351,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-17,0.9569256901741028,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-18,0.6916791200637817,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-19,0.6538124680519104,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-20,0.658403754234314,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-21,0.7184332609176636,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-22,0.7323121428489685,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-23,0.9611876606941223,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-24,1.0550737380981445,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2016-01-25,0.791238009929657,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-26,0.6751281023025513,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-27,0.7757118344306946,semantic_topk_model_transfer,1
HOUSEHOLD_1_486,CA_2,2016-01-28,0.730927586555481,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-29,0.6744577288627625,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-01-30,1.0597766637802124,semantic_topk_model_transfer,3
HOUSEHOLD_1_486,CA_2,2016-01-31,0.9497653245925903,semantic_topk_model_transfer,2
HOUSEHOLD_1_486,CA_2,2016-02-01,0.7245531678199768,semantic_topk_model_transfer,0
HOUSEHOLD_1_486,CA_2,2016-02-02,0.7846181392669678,semantic_topk_model_transfer,0
